School Name,Board,State,City/District,Email ID,Contact Number
Army Public School Branch 95,IB,Puducherry,District 596,contact@armypublicschoolbranch95.edu.in,036-9403210
New Era Primary School Branch 70,CBSE,Ladakh,District 434,contact@neweraprimaryschoolbranch70.edu.in,077-9553340
Carmel Convent Branch 46,IGCSE,Jammu and Kashmir,District 563,contact@carmelconventbranch46.edu.in,063-4954432
Vidya Mandir Convent Branch 81,CBSE,Andhra Pradesh,District 309,contact@vidyamandirconventbranch81.edu.in,010-1833384
Tagore Academy Branch 74,State Board,Arunachal Pradesh,District 522,contact@tagoreacademybranch74.edu.in,011-9032027
Government Vidyalaya Branch 70,ICSE,Assam,District 494,contact@governmentvidyalayabranch70.edu.in,026-6439465
Heritage Convent Branch 84,IGCSE,Bihar,District 368,contact@heritageconventbranch84.edu.in,090-5985770
Saraswati Convent Branch 76,IGCSE,Chhattisgarh,District 679,contact@saraswaticonventbranch76.edu.in,076-9745000
Global Primary School Branch 63,IGCSE,Goa,District 99,contact@globalprimaryschoolbranch63.edu.in,021-1580451
Greenwood Convent Branch 63,CBSE,Gujarat,District 292,contact@greenwoodconventbranch63.edu.in,071-5206623
Global Secondary School Branch 9,CBSE,Haryana,District 185,contact@globalsecondaryschoolbranch9.edu.in,033-6900222
New Era Primary School Branch 73,IGCSE,Himachal Pradesh,District 226,contact@neweraprimaryschoolbranch73.edu.in,022-7823756
KV Vidyalaya Branch 43,ICSE,Jharkhand,District 254,contact@kvvidyalayabranch43.edu.in,042-7156619
St. Joseph's Academy Branch 33,IGCSE,Karnataka,District 509,contact@stjosephsacademybranch33.edu.in,087-7326233
Adarsh Academy Branch 55,NIOS,Kerala,District 194,contact@adarshacademybranch55.edu.in,011-6204786
Tagore Convent Branch 90,State Board,Madhya Pradesh,District 223,contact@tagoreconventbranch90.edu.in,040-6075175
New Era Convent Branch 83,ICSE,Maharashtra,District 401,contact@neweraconventbranch83.edu.in,045-1027717
Bharatiya Secondary School Branch 29,IGCSE,Manipur,District 537,contact@bharatiyasecondaryschoolbranch29.edu.in,091-7574973
St. Joseph's Academy Branch 5,CBSE,Meghalaya,District 451,contact@stjosephsacademybranch5.edu.in,045-8981352
Vidya Mandir Vidyalaya Branch 80,State Board,Mizoram,District 487,contact@vidyamandirvidyalayabranch80.edu.in,027-9560404
Adarsh Primary School Branch 37,State Board,Nagaland,District 691,contact@adarshprimaryschoolbranch37.edu.in,011-6853756
Heritage Academy Branch 96,NIOS,Odisha,District 592,contact@heritageacademybranch96.edu.in,052-2004077
Global Convent Branch 97,ICSE,Punjab,District 589,contact@globalconventbranch97.edu.in,038-7521962
Heritage Vidyalaya Branch 97,IB,Rajasthan,District 260,contact@heritagevidyalayabranch97.edu.in,035-3535709
Vidya Mandir International Branch 69,State Board,Sikkim,District 342,contact@vidyamandirinternationalbranch69.edu.in,037-9046322
Adarsh Vidyalaya Branch 61,ICSE,Tamil Nadu,District 232,contact@adarshvidyalayabranch61.edu.in,024-1858746
Vidya Mandir Academy Branch 37,ICSE,Telangana,District 391,contact@vidyamandiracademybranch37.edu.in,015-5742473
Saraswati High School Branch 74,NIOS,Tripura,District 108,contact@saraswatihighschoolbranch74.edu.in,042-9931349
Adarsh High School Branch 54,NIOS,Uttar Pradesh,District 527,contact@adarshhighschoolbranch54.edu.in,082-7196392
Carmel Academy Branch 26,ICSE,Uttarakhand,District 450,contact@carmelacademybranch26.edu.in,098-2107520
Greenwood Public School Branch 76,State Board,West Bengal,District 155,contact@greenwoodpublicschoolbranch76.edu.in,059-7302752
Saraswati Convent Branch 48,NIOS,Andaman and Nicobar Islands,District 475,contact@saraswaticonventbranch48.edu.in,094-5906430
New Era Vidyalaya Branch 2,CBSE,Chandigarh,District 139,contact@neweravidyalayabranch2.edu.in,061-2464771
Army Vidyalaya Branch 38,IB,Dadra and Nagar Haveli,District 639,contact@armyvidyalayabranch38.edu.in,018-5906124
Vivekananda Vidyalaya Branch 62,ICSE,Lakshadweep,District 479,contact@vivekanandavidyalayabranch62.edu.in,039-9808262
Navodaya Vidyalaya Branch 20,CBSE,Delhi,District 256,contact@navodayavidyalayabranch20.edu.in,015-3238732
Bharatiya International Branch 20,CBSE,Puducherry,District 665,contact@bharatiyainternationalbranch20.edu.in,015-4598486
Government Convent Branch 35,IGCSE,Ladakh,District 472,contact@governmentconventbranch35.edu.in,093-5356382
Tagore International Branch 25,State Board,Jammu and Kashmir,District 85,contact@tagoreinternationalbranch25.edu.in,093-7220493
Greenwood International Branch 72,CBSE,Andhra Pradesh,District 612,contact@greenwoodinternationalbranch72.edu.in,052-1627882
Model Primary School Branch 5,CBSE,Arunachal Pradesh,District 630,contact@modelprimaryschoolbranch5.edu.in,085-5057718
Vivekananda International Branch 31,IGCSE,Assam,District 444,contact@vivekanandainternationalbranch31.edu.in,028-2988740
Vivekananda Primary School Branch 38,CBSE,Bihar,District 343,contact@vivekanandaprimaryschoolbranch38.edu.in,082-3454275
Navodaya Secondary School Branch 62,NIOS,Chhattisgarh,District 319,contact@navodayasecondaryschoolbranch62.edu.in,085-3633313
Vidya Mandir Convent Branch 27,IB,Goa,District 167,contact@vidyamandirconventbranch27.edu.in,041-1013115
Vivekananda Primary School Branch 76,IB,Gujarat,District 16,contact@vivekanandaprimaryschoolbranch76.edu.in,094-6159553
Government Public School Branch 82,CBSE,Haryana,District 10,contact@governmentpublicschoolbranch82.edu.in,019-9984961
Navodaya High School Branch 55,IB,Himachal Pradesh,District 644,contact@navodayahighschoolbranch55.edu.in,080-1442549
Bharatiya Academy Branch 32,NIOS,Jharkhand,District 296,contact@bharatiyaacademybranch32.edu.in,050-3995060
Bharatiya International Branch 17,NIOS,Karnataka,District 31,contact@bharatiyainternationalbranch17.edu.in,079-4975738
Carmel Convent Branch 14,IB,Kerala,District 84,contact@carmelconventbranch14.edu.in,087-1162036
Navodaya Public School Branch 10,IGCSE,Madhya Pradesh,District 54,contact@navodayapublicschoolbranch10.edu.in,025-7824140
Model Primary School Branch 98,IB,Maharashtra,District 284,contact@modelprimaryschoolbranch98.edu.in,069-5719300
Heritage Primary School Branch 41,IGCSE,Manipur,District 499,contact@heritageprimaryschoolbranch41.edu.in,079-3319383
St. Joseph's Secondary School Branch 19,State Board,Meghalaya,District 183,contact@stjosephssecondaryschoolbranch19.edu.in,017-7980859
Vidya Mandir Primary School Branch 48,NIOS,Mizoram,District 226,contact@vidyamandirprimaryschoolbranch48.edu.in,042-6289253
KV High School Branch 96,ICSE,Nagaland,District 503,contact@kvhighschoolbranch96.edu.in,089-3191961
Saraswati Academy Branch 23,NIOS,Odisha,District 689,contact@saraswatiacademybranch23.edu.in,078-1376280
Government Academy Branch 1,State Board,Punjab,District 301,contact@governmentacademybranch1.edu.in,012-7486917
KV Public School Branch 77,IGCSE,Rajasthan,District 284,contact@kvpublicschoolbranch77.edu.in,075-4934645
Government Primary School Branch 31,CBSE,Sikkim,District 116,contact@governmentprimaryschoolbranch31.edu.in,022-8016666
Army Public School Branch 64,IGCSE,Tamil Nadu,District 253,contact@armypublicschoolbranch64.edu.in,026-6078252
Adarsh Vidyalaya Branch 83,CBSE,Telangana,District 425,contact@adarshvidyalayabranch83.edu.in,065-8934802
Navodaya Primary School Branch 14,State Board,Tripura,District 362,contact@navodayaprimaryschoolbranch14.edu.in,031-9716714
Vidya Mandir Primary School Branch 88,ICSE,Uttar Pradesh,District 658,contact@vidyamandirprimaryschoolbranch88.edu.in,028-5147666
Vivekananda Convent Branch 3,State Board,Uttarakhand,District 342,contact@vivekanandaconventbranch3.edu.in,068-6738520
Navodaya Academy Branch 58,CBSE,West Bengal,District 284,contact@navodayaacademybranch58.edu.in,076-7766866
Adarsh Primary School Branch 95,CBSE,Andaman and Nicobar Islands,District 690,contact@adarshprimaryschoolbranch95.edu.in,032-1012963
KV Academy Branch 42,IB,Chandigarh,District 663,contact@kvacademybranch42.edu.in,090-6278612
Global Convent Branch 33,IB,Dadra and Nagar Haveli,District 636,contact@globalconventbranch33.edu.in,022-4652604
Carmel Primary School Branch 12,CBSE,Lakshadweep,District 545,contact@carmelprimaryschoolbranch12.edu.in,098-4459231
Heritage High School Branch 21,NIOS,Delhi,District 69,contact@heritagehighschoolbranch21.edu.in,031-4967977
Bharatiya Vidyalaya Branch 16,ICSE,Puducherry,District 203,contact@bharatiyavidyalayabranch16.edu.in,033-9887310
Model High School Branch 48,State Board,Ladakh,District 640,contact@modelhighschoolbranch48.edu.in,094-2912206
Navodaya Secondary School Branch 2,NIOS,Jammu and Kashmir,District 638,contact@navodayasecondaryschoolbranch2.edu.in,082-6275066
Heritage High School Branch 11,State Board,Andhra Pradesh,District 369,contact@heritagehighschoolbranch11.edu.in,084-4210818
Vidya Mandir High School Branch 87,NIOS,Arunachal Pradesh,District 397,contact@vidyamandirhighschoolbranch87.edu.in,037-7957868
St. Joseph's International Branch 46,IGCSE,Assam,District 328,contact@stjosephsinternationalbranch46.edu.in,028-6630337
Vidya Mandir Convent Branch 79,IGCSE,Bihar,District 12,contact@vidyamandirconventbranch79.edu.in,092-5586527
St. Joseph's Convent Branch 19,ICSE,Chhattisgarh,District 229,contact@stjosephsconventbranch19.edu.in,092-3446235
Heritage Vidyalaya Branch 96,State Board,Goa,District 224,contact@heritagevidyalayabranch96.edu.in,086-3637838
KV High School Branch 26,CBSE,Gujarat,District 356,contact@kvhighschoolbranch26.edu.in,080-2468261
Vivekananda High School Branch 67,ICSE,Haryana,District 333,contact@vivekanandahighschoolbranch67.edu.in,043-5176069
Saraswati Primary School Branch 100,NIOS,Himachal Pradesh,District 344,contact@saraswatiprimaryschoolbranch100.edu.in,013-5142961
Bharatiya Secondary School Branch 100,IGCSE,Jharkhand,District 554,contact@bharatiyasecondaryschoolbranch100.edu.in,087-4752413
Saraswati Convent Branch 82,NIOS,Karnataka,District 580,contact@saraswaticonventbranch82.edu.in,052-9374930
Adarsh Vidyalaya Branch 67,IGCSE,Kerala,District 275,contact@adarshvidyalayabranch67.edu.in,052-1859418
Bharatiya High School Branch 47,ICSE,Madhya Pradesh,District 477,contact@bharatiyahighschoolbranch47.edu.in,035-9121030
Navodaya High School Branch 28,CBSE,Maharashtra,District 321,contact@navodayahighschoolbranch28.edu.in,095-2891917
New Era Vidyalaya Branch 87,IB,Manipur,District 513,contact@neweravidyalayabranch87.edu.in,055-1056267
Greenwood High School Branch 70,IB,Meghalaya,District 177,contact@greenwoodhighschoolbranch70.edu.in,092-1688042
Greenwood Secondary School Branch 48,NIOS,Mizoram,District 285,contact@greenwoodsecondaryschoolbranch48.edu.in,047-4790592
Tagore International Branch 26,ICSE,Nagaland,District 239,contact@tagoreinternationalbranch26.edu.in,039-1635482
Carmel Vidyalaya Branch 85,State Board,Odisha,District 564,contact@carmelvidyalayabranch85.edu.in,018-8743924
Adarsh Secondary School Branch 84,CBSE,Punjab,District 416,contact@adarshsecondaryschoolbranch84.edu.in,019-9472795
Government Convent Branch 32,IB,Rajasthan,District 277,contact@governmentconventbranch32.edu.in,041-1023802
Vidya Mandir Public School Branch 77,State Board,Sikkim,District 390,contact@vidyamandirpublicschoolbranch77.edu.in,072-2952930
KV Secondary School Branch 27,ICSE,Tamil Nadu,District 521,contact@kvsecondaryschoolbranch27.edu.in,069-9518503
Saraswati High School Branch 40,IGCSE,Telangana,District 686,contact@saraswatihighschoolbranch40.edu.in,037-1052692
Heritage Secondary School Branch 29,NIOS,Tripura,District 149,contact@heritagesecondaryschoolbranch29.edu.in,056-3129842
Greenwood Vidyalaya Branch 85,CBSE,Uttar Pradesh,District 15,contact@greenwoodvidyalayabranch85.edu.in,037-7213974
Global Primary School Branch 47,CBSE,Uttarakhand,District 427,contact@globalprimaryschoolbranch47.edu.in,029-6942847
Bharatiya High School Branch 89,CBSE,West Bengal,District 610,contact@bharatiyahighschoolbranch89.edu.in,035-5016114
Tagore Primary School Branch 30,State Board,Andaman and Nicobar Islands,District 25,contact@tagoreprimaryschoolbranch30.edu.in,086-4558858
Model Vidyalaya Branch 25,ICSE,Chandigarh,District 606,contact@modelvidyalayabranch25.edu.in,048-3335801
Vivekananda Primary School Branch 72,IB,Dadra and Nagar Haveli,District 625,contact@vivekanandaprimaryschoolbranch72.edu.in,070-1121266
Global Public School Branch 51,IGCSE,Lakshadweep,District 192,contact@globalpublicschoolbranch51.edu.in,049-8465708
Vivekananda Public School Branch 27,NIOS,Delhi,District 175,contact@vivekanandapublicschoolbranch27.edu.in,076-5285398
Army Academy Branch 32,ICSE,Puducherry,District 696,contact@armyacademybranch32.edu.in,056-4636020
Government Vidyalaya Branch 93,IGCSE,Ladakh,District 144,contact@governmentvidyalayabranch93.edu.in,078-5094701
Saraswati Vidyalaya Branch 42,IB,Jammu and Kashmir,District 233,contact@saraswatividyalayabranch42.edu.in,017-9783756
New Era Primary School Branch 27,IB,Andhra Pradesh,District 264,contact@neweraprimaryschoolbranch27.edu.in,066-9980065
New Era Academy Branch 89,NIOS,Arunachal Pradesh,District 469,contact@neweraacademybranch89.edu.in,020-3898444
Tagore Vidyalaya Branch 24,State Board,Assam,District 145,contact@tagorevidyalayabranch24.edu.in,027-1512745
Army Vidyalaya Branch 51,IGCSE,Bihar,District 438,contact@armyvidyalayabranch51.edu.in,063-3561885
New Era Vidyalaya Branch 7,NIOS,Chhattisgarh,District 313,contact@neweravidyalayabranch7.edu.in,011-5416758
Greenwood Vidyalaya Branch 74,IGCSE,Goa,District 154,contact@greenwoodvidyalayabranch74.edu.in,029-4729652
Government Academy Branch 24,CBSE,Gujarat,District 413,contact@governmentacademybranch24.edu.in,067-3296670
Saraswati High School Branch 83,IB,Haryana,District 456,contact@saraswatihighschoolbranch83.edu.in,092-7447550
Model Public School Branch 69,NIOS,Himachal Pradesh,District 564,contact@modelpublicschoolbranch69.edu.in,035-8234951
Tagore International Branch 55,IB,Jharkhand,District 321,contact@tagoreinternationalbranch55.edu.in,039-7739097
Government Primary School Branch 55,ICSE,Karnataka,District 575,contact@governmentprimaryschoolbranch55.edu.in,042-1647587
Government High School Branch 18,IGCSE,Kerala,District 263,contact@governmenthighschoolbranch18.edu.in,082-2205236
Adarsh Secondary School Branch 54,CBSE,Madhya Pradesh,District 213,contact@adarshsecondaryschoolbranch54.edu.in,065-3813817
Tagore Public School Branch 61,CBSE,Maharashtra,District 352,contact@tagorepublicschoolbranch61.edu.in,042-4570404
Greenwood Public School Branch 7,IGCSE,Manipur,District 317,contact@greenwoodpublicschoolbranch7.edu.in,089-6039981
Tagore Convent Branch 33,CBSE,Meghalaya,District 323,contact@tagoreconventbranch33.edu.in,096-6485801
KV International Branch 74,CBSE,Mizoram,District 327,contact@kvinternationalbranch74.edu.in,093-6807494
Global Primary School Branch 7,NIOS,Nagaland,District 412,contact@globalprimaryschoolbranch7.edu.in,062-7946324
Adarsh Primary School Branch 47,ICSE,Odisha,District 133,contact@adarshprimaryschoolbranch47.edu.in,091-4111438
Global Secondary School Branch 41,IB,Punjab,District 386,contact@globalsecondaryschoolbranch41.edu.in,060-3976566
Adarsh Academy Branch 5,IB,Rajasthan,District 351,contact@adarshacademybranch5.edu.in,026-9219187
Greenwood Vidyalaya Branch 78,IGCSE,Sikkim,District 125,contact@greenwoodvidyalayabranch78.edu.in,045-7084438
Bharatiya International Branch 41,CBSE,Tamil Nadu,District 421,contact@bharatiyainternationalbranch41.edu.in,050-5894434
Heritage International Branch 24,State Board,Telangana,District 654,contact@heritageinternationalbranch24.edu.in,059-4469800
Heritage Public School Branch 96,IGCSE,Tripura,District 10,contact@heritagepublicschoolbranch96.edu.in,031-8303732
Adarsh International Branch 22,NIOS,Uttar Pradesh,District 516,contact@adarshinternationalbranch22.edu.in,068-5497816
KV International Branch 7,State Board,Uttarakhand,District 582,contact@kvinternationalbranch7.edu.in,086-8540307
Government Public School Branch 35,State Board,West Bengal,District 212,contact@governmentpublicschoolbranch35.edu.in,032-5024027
Army Secondary School Branch 78,State Board,Andaman and Nicobar Islands,District 597,contact@armysecondaryschoolbranch78.edu.in,032-5958159
St. Joseph's Public School Branch 62,IGCSE,Chandigarh,District 210,contact@stjosephspublicschoolbranch62.edu.in,076-1781690
Vivekananda High School Branch 49,CBSE,Dadra and Nagar Haveli,District 27,contact@vivekanandahighschoolbranch49.edu.in,072-9811083
Model Convent Branch 97,IB,Lakshadweep,District 4,contact@modelconventbranch97.edu.in,050-5384687
Vivekananda High School Branch 67,NIOS,Delhi,District 653,contact@vivekanandahighschoolbranch67.edu.in,036-3909325
Model Vidyalaya Branch 61,State Board,Puducherry,District 455,contact@modelvidyalayabranch61.edu.in,023-2702866
Saraswati Primary School Branch 9,IB,Ladakh,District 288,contact@saraswatiprimaryschoolbranch9.edu.in,067-1540032
Greenwood Primary School Branch 12,NIOS,Jammu and Kashmir,District 664,contact@greenwoodprimaryschoolbranch12.edu.in,056-6662233
